street_address,sale_price,mls_number,County,City,Subdivision,home_type,Floor_Plan,Bedrooms,Full_Baths,Half_Baths,Yr_Blt,Above_Grade_Finished_SF,Above_Grade_Finished_Source,Below_Grade_Finished_SF,Below_Grade_Finished_Source,Lot_Size,District,Fr_Pl,Fireplace,Bsmnt?,Bsmnt,Garage/Parking?,Construct,Arc_Style,Roof_desc,Lot_Desc,Floodpl,City_Limits,Cent air,Heating,Cooling,Water,Sewer,Warranty
"25414 Lone Pine Drive Cleveland, MO 64734",381000,2244748,Cass,Cleveland,Lone Pine,Single Family,Ranch,3,3,1,1974,1800,Public Records,918,Public Records,4.14 - Acres,Cass-Midway,Yes,"Living Room, Wood Burn Stove",Yes,"Finished, Full, Sump Pump",,"Stone Veneer, Stucco",Traditional,Composition,"Acreage, Corner Lot, Level",,,Yes,Forced Air Gas,Central Electric,City/Public,Septic,
"1201 Beth Boulevard Harrisonville, MO 64701",382500,2227594,Cass,Harrisonville,Cokes add,Single Family,1.5 Stories,5,5,1,2002,4100,RPR,1882,RPR,"24,000 - Square Feet",Harrisonville,Yes,"Gas, Living Room",Yes,"Finished, Inside Entrance, Walk Out",,"All Brick, Stucco",A-Frame,Composition,,,,Yes,Natural Gas,Central Electric,City/Public,City/Public,
"9102 E 235th Street Peculiar, MO 64078",384776,2234614,Cass,Peculiar,Diamond Estates,Single Family,"1.5 Stories, Ranch",4,3,0,1997,2136,Public Records,0,Public Records,4.8 - Acres,Raymore-Peculiar,Yes,"Great Room, Wood Burning",Yes,"Daylight, Full, Not Finished, Sump Pump",,Wood Siding,Traditional,Composition,Acreage,,,Yes,Heatpump/Gas,Heat Pump,City/Public,Lagoon,
"110 Cherokee Lane Lake Winnebago, MO 64034",385000,2241275,Cass,Lake Winnebago,Lake Winnebago,Single Family,1.5 Stories,4,2,1,1994,2533,Public Records,0,Agent,"10,625 - Square Feet",Lee's Summit,Yes,"Hearth Room, Living Room",Yes,"Concrete, Stubbed for Bath, Sump Pump, Walk Out",,"Brick & Frame, Wood Siding",Traditional,Composition,"City Limits, Corner Lot, Treed",,Yes,Yes,Forced Air Gas,Central Electric,City/Public,City/Public,
"823 Creekmoor Pond Lane Raymore, MO 64083",385000,2235059,Cass,Raymore,Creekmoor - High Point at,Single Family,2 Stories,4,3,1,,2476,Public Records,0,Public Records,"11,543 - Square Feet",Raymore-Peculiar,Yes,Great Room,Yes,"Concrete, Full, Sump Pump",,Stone & Frame,Traditional,Composition,"City Lot, Sprinkler-In Ground",,Yes,Yes,"Forced Air Gas, Heat Pump","Central Electric, Heat Pump",City/Public,City/Public,
"1126 SW Cheshire Drive Lee's Summit, MO 64083",386815,2204975,Cass,Lee's Summit,Kensington Farms,Single Family,Reverse 1.5 Story,3,3,0,,1576,Builder,860,Builder,"9,296 - Square Feet",Raymore-Peculiar,No,,Yes,"Egress Window, Finished, Full, Sump Pump",,"Board/Batten, Stone Veneer",Traditional,Composition,"Level, Treed",,Yes,Yes,Central Gas,Central Electric,City/Public,City/Public,"10 Year Warranty, Builder Warranty"
"705 Wright Street Pleasant Hill, MO 64080",387500,2233775,Cass,Pleasant Hill,Tall Grass,Single Family,"Ranch, Reverse 1.5 Story",4,3,0,2006,1730,Public Records,1580,Public Records,.39 - Acres,Pleasant Hill,Yes,"Gas Starter, Living Room",Yes,"Basement BR, Finished, Full, Walk Out",,Frame,Traditional,Composition,"City Lot, Corner Lot",,Yes,Yes,Natural Gas,Central Electric,City/Public,City/Public,Buyer's Purchase
"1907 Ridge Tree Drive Pleasant Hill, MO 64080",389999,2234981,Cass,Pleasant Hill,Ridge Tree,Single Family,"Ranch, Reverse 1.5 Story",4,3,0,2014,1719,Public Records,1719,Public Records,.31 - Acres,Pleasant Hill,Yes,"Gas, Great Room, Zero Clearance",Yes,"Basement BR, Finished, Inside Entrance, Walk Out",,"Stone & Frame, Stucco",Traditional,Composition,"Adjoin Greenspace, City Lot, Stream(s), Treed",,Yes,Yes,Heatpump/Gas,"Central Electric, Heat Pump",City/Public,City/Public,
"715 Sunset Lane Belton, MO 64012",390000,2245009,Cass,Belton,Valley High,Single Family,1.5 Stories,4,3,2,1987,2555,Plans,1437,Plans,199x212,Belton,Yes,"Family Room, Living Room",Yes,"Basement BR, Concrete, Finished, Garage Entrance",,"All Brick, Stucco",Traditional,Composition,"City Lot, Corner Lot",,Yes,Yes,Central Gas,"Attic Fan, Central Electric",City/Public,City/Public,
"4639 SW Olympia Place Lee's Summit, MO 64082",390000,2233018,Cass,Lee's Summit,Fountains at Raintree,Single Family,Ranch,4,3,0,2015,1900,Owner,1349,Owner,100x60,Raymore-Peculiar,Yes,Gas,Yes,"Daylight, Full, Stubbed for Bath",,"Stucco, Vinyl Siding",,Composition,Corner Lot,,,Yes,"Central Electric, Heatpump/Gas",Central Electric,City/Public,City/Public,
"1209 N Jeter Road Raymore, MO 64083",390000,2229765,Cass,Raymore,Meadowbrook Acres,Single Family,1.5 Stories,3,3,0,1988,2008,Public Records,748,Public Records,3.06 - Acres,Raymore-Peculiar,Yes,"Gas, Great Room",Yes,"Basement BR, Full, Garage Entrance, Inside Entrance, Sump Pump",,"Board/Batten, Stone Trim",Traditional,Composition,"Acreage, Level, Treed",,,Yes,Heat Pump,"Attic Fan, Heat Pump",Rural - Verify,"Aeration, Lagoon",
"1420 SW Fairfax Road Lee's Summit, MO 64083",390534,2198900,Cass,Lee's Summit,Kensington Farms,Single Family,2 Stories,5,4,0,,2932,Builder,0,Builder,"11,185 - Square Feet",Raymore-Peculiar,No,,Yes,"Concrete, Full, Stubbed for Bath, Sump Pump",,"Board/Batten, Frame",Traditional,Composition,"Level, Sprinkler-In Ground",,,Yes,Forced Air Gas,Central Electric,City/Public - Verify,City/Public,"10 Year Warranty, Builder Warranty"
"17606 S Merriott Road Pleasant Hill, MO 64080",394800,2237012,Cass,Pleasant Hill,Robindell,Single Family,2 Stories,4,2,1,1995,2592,Public Records,0,Public Records,3.26 - Acres,Pleasant Hill,Yes,"Living Room, Wood Burning",Yes,"Daylight, Full, Sump Pump",,"Lap, Wood Siding","Colonial, Traditional",Composition,"Acreage, Treed",,,Yes,"Forced Air Gas, Propane Gas","Attic Fan, Central Electric",City/Public,Septic,
"18508 S Askew Avenue Belton, MO 64012",395000,2250198,Cass,Belton,Hidden Hills,Single Family,"Raised Ranch, Ranch",4,3,0,1987,1888,Appraiser,630,Appraiser,2.6 - Acres,Belton,Yes,"Gas Starter, Living Room, Wood Burn Stove",Yes,"Basement BR, Concrete, Finished, Walk Out",,"Brick & Frame, Vinyl Siding",Traditional,Composition,"Acreage, Treed",,No,Yes,"Central Electric, Heat Pump",Central Electric,City/Public,Septic,
"23004 S Foxs Lane Peculiar, MO 64078",395000,2232832,Cass,Peculiar,Fox's Den,Single Family,"Ranch, Reverse 1.5 Story",4,3,0,2020,1600,Plans,1040,Plans,"15,248 - Square Feet",Raymore-Peculiar,Yes,Great Room,Yes,"Finished, Full, Walk Out",,"Stone Trim, Wood Siding",Traditional,Composition,City Lot,,,Yes,Forced Air Gas,Central Electric,City/Public,City/Public,Builder-1 yr
"2115 Richmond Drive Harrisonville, MO 64701",396000,2219583,Cass,Harrisonville,Burris Sub,Single Family,"Ranch, Reverse 1.5 Story",3,3,0,2015,2069,Public Records,1808,Public Records,"8,700 - Square Feet",Harrisonville,Yes,Dining Room,Yes,"Finished, Full, Walk Out",,Stone & Frame,Traditional,Composition,"City Limits, City Lot, Pond(s)",,,Yes,Forced Air Gas,Central Electric,City/Public,City/Public,
"1607 Grandshire Drive Raymore, MO 64083",396100,2216798,Cass,Raymore,Creekmoor - Cunningham,Single Family,2 Stories,4,3,1,2018,2436,Builder,0,Builder,"9,432 - Square Feet",Raymore-Peculiar,Yes,"Gas, Great Room",Yes,"Egress Window, Full, Not Finished, Sump Pump",,"Lap, Stucco",Traditional,Composition,"City Lot, Sprinkler-In Ground",,Yes,Yes,Central Gas,Central Electric,City/Public,City/Public,"10 Year Warranty, Builder-1 yr"
"1919 Ridge Tree Drive Pleasant Hill, MO 64080",397833,2202402,Cass,Pleasant Hill,Ridge Tree,Single Family,"Ranch, Reverse 1.5 Story",5,3,0,,1744,Builder,1400,Builder,"10,403 - Square Feet",Pleasant Hill,Yes,"Gas, Great Room",Yes,"Finished, Full, Walk Out",,Brick & Frame,Traditional,Composition,"Adjoin Greenspace, Treed",,Yes,Yes,Heatpump/Gas,"Central Electric, Heat Pump",City/Public,City/Public,Builder-1 yr
"22007 S Hatfield Road Peculiar, MO 64078",398000,2239833,Cass,Peculiar,Fantasia Estates,Single Family,"Atrium Split, Side/Side Split",4,3,1,1998,2972,Public Records,0,Owner,4 - Acres,Raymore-Peculiar,Yes,"Family Room, Wood Burning",Yes,"Concrete, Not Finished",,Frame,Traditional,Composition,Acreage,,No,Yes,Central Electric,Central Electric,City/Public,"Lagoon, Septic",
"19707 S Stockman Road Belton, MO 64012",400000,2233783,Cass,Belton,Deer Meadows,Single Family,1.5 Stories,3,4,0,2001,2978,Public Records,0,Agent,3.4 - Acres,Belton,Yes,"Electric, Living Room",Yes,"Concrete, Not Finished, Walk Out",,"Concrete, Frame",Traditional,Composition,,,,Yes,Central Gas,Central Electric,City/Public,"Lagoon, Septic",
"1604 March Lane Raymore, MO 64083",400000,2213007,Cass,Raymore,Creekmoor - Cunningham,Single Family,"Ranch, Reverse 1.5 Story",4,3,0,2020,1504,Builder,927,Builder,"12,000 - Square Feet",Raymore-Peculiar,Yes,"Gas, Great Room",Yes,"Egress Window, Finished, Full, Sump Pump",,"Lap, Stucco",Traditional,Composition,"City Lot, Sprinkler-In Ground",,Yes,Yes,"Central Gas, Forced Air Gas",Central Electric,City/Public,City/Public,"10 Year Warranty, Builder-1 yr"
"1603 Grandshire Drive Raymore, MO 64083",400000,2207803,Cass,Raymore,Creekmoor - Cunningham,Single Family,2 Stories,5,3,1,2020,2120,Builder,676,Builder,"9,432 - Square Feet",Raymore-Peculiar,Yes,"Gas, Great Room",Yes,"Egress Window, Finished, Full, Sump Pump",,"Frame, Wood Siding",Traditional,Composition,"City Lot, Sprinkler-In Ground",,Yes,Yes,"Central Gas, Forced Air Gas",Central Electric,City/Public,City/Public,"10 Year Warranty, Builder-1 yr"
"22905 S Creekview Drive Peculiar, MO 64078",400000,2205765,Cass,Peculiar,Fox's Den,Single Family,Reverse 1.5 Story,4,3,0,2020,1620,Plans,1040,Plans,"19,173 - Square Feet",Raymore-Peculiar,Yes,,Yes,"Basement BR, Finished, Walk Out",,"Stone Trim, Wood Siding",Traditional,Composition,City Lot,,,Yes,Forced Air Electric,Central Electric,City/Public,City/Public,
"25000 E 262nd Street Harrisonville, MO 64701",405000,2249447,Cass,Harrisonville,Hi Point Acres,Single Family,1.5 Stories,6,4,1,2001,2363,Public Records,1397,Owner,2.51 - Acres,Harrisonville,Yes,"Gas, Great Room, Masonry",Yes,"Basement BR, Daylight, Finished, Full, Sump Pump",,Brick & Frame,Traditional,Composition,"Acreage, Cul-De-Sac, Treed",,,Yes,"Central Electric, Heat Pump","Attic Fan, Heat Pump",City/Public,"Aeration, Septic",
"1411 Whispering Ridge Pleasant Hill, MO 64080",405000,2219744,Cass,Pleasant Hill,Sugarland Estates,Single Family,Reverse 1.5 Story,4,3,1,2006,2120,Public Records,2120,Public Records,1.4 - Acres,Pleasant Hill,Yes,"Family Room, Gas Starter, Great Room, Hearth Room, See Through",Yes,"Basement BR, Finished, Full, Walk Out",,"Brick Trim, Vinyl Siding",Traditional,Composition,"Acreage, Adjoin Greenspace, Level, Pond(s)",,Yes,Yes,Forced Air Gas,Central Electric,City/Public,City/Public,
"32010 E 161st Street Pleasant Hill, MO 64080",405000,2231713,Cass,Pleasant Hill,Other,Single Family,1.5 Stories,3,2,1,1997,2428,Public Records,0,Owner,10.5 - Acres,Pleasant Hill,Yes,"Family Room, Living Room, Wood Burning",Yes,"Full, Not Finished, Walk Out",,"Brick Trim, Frame",Traditional,Composition,Pond(s),,No,Yes,"Heatpump/Gas, Propane Rented",Central Electric,Rural,Septic,
"1304 E Walnut Harrisonville, MO 64701",407500,2236255,Cass,Harrisonville,Cummins & Sims,Single Family,2 Stories,5,2,1,1912,3152,Public Records,0,Owner,179X200,Harrisonville,Yes,"Gas, Living Room",Yes,Stone/Rock,,"Concrete, Frame",Traditional,Composition,"City Lot, Estate Lot",,,Yes,"Natural Gas, Steam",Central Electric,City/Public,City/Public,
"25312 Shiloh Trail Cleveland, MO 64734",409000,2243197,Cass,Cleveland,Lone Pine,Single Family,"Ranch, Reverse 1.5 Story",4,3,1,2007,2009,Public Records,1846,Owner,3 - Acres,Cass-Midway,Yes,"Gas, Gas Starter, Heat Circulator, Living Room",Yes,"Basement BR, Concrete, Finished, Sump Pump, Walk Out",,"Stucco & Frame, Wood Siding",Traditional,Shake,"Acreage, City Limits, Estate Lot",,Yes,Yes,Central Gas,Central Electric,City/Public,Septic,
"23925 S Lucille Lane Peculiar, MO 64078",410000,2250845,Cass,Peculiar,Harris Place,Single Family,"Ranch, Reverse 1.5 Story",4,3,0,2004,1608,Public Records,1016,Public Records,3.13 - Acres,Raymore-Peculiar,Yes,"Family Room, Wood Burning",Yes,"Basement BR, Daylight, Finished, Full, Sump Pump",,"Stone Trim, Wood Siding",Traditional,Composition,"Acreage, Level",,,Yes,"Central Electric, Heat Pump",Central Electric,City/Public,Septic,
"43601 E 301st Street Creighton, MO 64739",410000,2242860,Cass,Creighton,Other,Single Family,Ranch,3,3,0,,1640,Owner,800,Owner,40 - Acres,Sherwood,Yes,"Basement, Living Room",Yes,"Concrete, Full, Walk Out",,"Frame, Lap",Other,Composition,Acreage,,,Yes,"Central Gas, Propane Gas",Central Electric,City/Public,Septic,
"847 Creekmoor Pond Lane Raymore, MO 64083",410000,2234297,Cass,Raymore,Creekmoor - High Point at,Single Family,1.5 Stories,4,3,1,2017,2439,Public Records,0,Public Records,"13,260 - Square Feet",Raymore-Peculiar,Yes,"Electric, Living Room",Yes,"Concrete, Egress Window, Full, Sump Pump",,"Frame, Stone Veneer",Traditional,Composition,"City Limits, Sprinkler-In Ground",,Yes,Yes,Central Gas,Central Electric,City/Public,City/Public,
"1124 SW Blackpool Drive Lee's Summit, MO 64083",415085,2211944,Cass,Lee's Summit,Kensington Farms,Single Family,Ranch,4,3,0,,1858,Builder,980,Builder,"7,167 - Square Feet",Raymore-Peculiar,Yes,"Gas, Great Room, Heat Circulator",Yes,"Daylight, Full, Stubbed for Bath, Sump Pump",,"Board/Batten, Stone Veneer",Traditional,Composition,"Adjoin Greenspace, Treed",,,Yes,Central Gas,Central Electric,City/Public,City/Public,"10 Year Warranty, Builder Warranty"
"23000 S Fox's Lane Peculiar, MO 64078",419900,2219138,Cass,Peculiar,Fox's Den,Single Family,"Ranch, Reverse 1.5 Story",4,3,0,2020,1730,Plans,1140,Plans,"20,849 - Square Feet",Raymore-Peculiar,Yes,Great Room,Yes,"Finished, Full, Walk Out",,"Stone Trim, Wood Siding",Traditional,"Composition, Metal",City Lot,,,Yes,Forced Air Gas,Central Electric,City/Public,City/Public,
"1202 Dunvegan Lane Raymore, MO 64083",425000,2222537,Cass,Raymore,Creekmoor- Westbrook at,Single Family,1.5 Stories,5,4,1,2016,2963,Public Records,700,Owner,"12,168 - Square Feet",Raymore-Peculiar,Yes,"Gas Starter, Great Room",Yes,"Egress Window, Full",,Stucco & Frame,Traditional,Composition,City Lot,,Yes,Yes,Forced Air Gas,Central Electric,City/Public,City/Public,
"831 Creekmoor Pond Lane Raymore, MO 64083",429900,2242595,Cass,Raymore,Creekmoor - High Point at,Single Family,2 Stories,5,3,2,2016,2498,Public Records,900,Public Records,"10,800 - Square Feet",Raymore-Peculiar,Yes,"Gas, Great Room",Yes,"Egress Window, Finished, Full, Sump Pump",,"Stone Trim, Stucco & Frame",Other,Composition,"City Lot, Sprinkler-In Ground",,,Yes,Heatpump/Gas,"Central Electric, Heat Pump",City/Public,City/Public,
"18305 S Prospect Avenue Belton, MO 64012",430000,2234292,Cass,Belton,Walters Estates,Single Family,Ranch,3,2,1,1990,2250,Other,200,Owner,9.83 - Acres,Belton,No,,Yes,"Full, Sump Pump, Walk Up",,Vinyl Siding,Traditional,Composition,Acreage,,,Yes,"Central Electric, Heat Pump","Attic Fan, Heat Pump",City/Public,"Lagoon, Septic",
"23705 S State Route C Highway Peculiar, MO 64078",435000,2247929,Cass,Peculiar,Brookfield,Single Family,Ranch,4,3,0,1999,1841,Public Records,1841,Public Records,4 - Acres,Raymore-Peculiar,Yes,"Gas, Great Room",Yes,"Basement BR, Finished, Full, Walk Out",,Brick Trim,Traditional,Composition,"Acreage, Level",,,Yes,Propane Gas,"Attic Fan, Central Electric",Rural,Septic,
"1512 SW Fairfax Road Lee's Summit, MO 64083",435000,2231407,Cass,Lee's Summit,Kensington Farms,Single Family,2 Stories,7,4,0,2015,4000,Owner,1000,Owner,"5,738 - Square Feet",Raymore-Peculiar,Yes,"Gas Starter, Insert, Living Room",Yes,"Basement BR, Daylight, Full, Partial, Sump Pump",,"Stucco, Vinyl Siding",Traditional,Composition,,,,Yes,Heat Pump,Central Electric,City/Public,City/Public,
"3502 E 195th Street Belton, MO 64012",436950,2234289,Cass,Belton,Other,Single Family,"Raised Ranch, Split Entry",3,2,1,1981,2400,Public Records,720,Public Records,20 - Acres,Belton,No,,Yes,Full,,Wood Siding,,Composition,"Acreage, Pond(s), Treed",,,Yes,Heat Pump,Heat Pump,City/Public,Septic,
"4604 SW Gull Point Drive Lee's Summit, MO 64082",437500,2238944,Cass,Lee's Summit,Raintree Lake,Single Family,"Ranch, Reverse 1.5 Story",2,3,0,2020,1943,Appraiser,377,Owner,"14,810 - Square Feet",Raymore-Peculiar,Yes,"Electric, Great Room",Yes,"Basement BR, Finished, Full, Sump Pump, Walk Up",,"Board/Batten, Stucco",Traditional,Composition,"Adjoin Greenspace, Lake On Property, Pond(s), Sprinkler-In Ground",,,Yes,Central Gas,Central Electric,City/Public,City/Public,
"613 Horizon Parkway Raymore, MO 64083",440000,2253863,Cass,Raymore,Sky Vue East,Single Family,1.5 Stories,4,3,1,1999,2242,RPR,1256,RPR,"45,453 - Square Feet",Raymore-Peculiar,Yes,,Yes,Finished,,"Board/Batten, Stone Trim",,Composition,Acreage,,,Yes,Central Gas,Central Electric,City/Public,City/Public,
"5127 SW Sandpiper Drive Lee's Summit, MO 64082",442900,2238742,Cass,Lee's Summit,Raintree Lake,Single Family,2 Stories,4,3,1,1987,2631,Public Records,1342,Public Records,.3 - Acres,Raymore-Peculiar,Yes,"Family Room, Gas, Great Room, Wood Burning",Yes,"Finished, Walk Out",,Stucco & Frame,Traditional,Composition,"Adjoin Greenspace, Lake Front, Sprinkler-In Ground",,,Yes,Central Gas,Central Electric,City/Public,City/Public,
"16900 S State Rte E Highway Pleasant Hill, MO 64080",445000,2236686,Cass,Pleasant Hill,Other,Single Family,Ranch,3,2,0,1981,1064,Public Records,1064,Public Records,35.8 - Acres,Pleasant Hill,No,Wood Burn Stove,Yes,"Basement BR, Concrete, Finished, Walk Out",,Frame,"A-Frame, Traditional",Composition,"Acreage, Lake Front, Pond(s), Treed",,,Yes,"Forced Air Gas, Wood Burn Aux",Central Electric,Rural,Septic,
"712 E Gore Road Raymore, MO 64083",445000,2231616,Cass,Raymore,Other,Single Family,Ranch,5,4,1,1993,2860,Public Records,1388,Public Records,5 - Acres,Raymore-Peculiar,No,,Yes,"Concrete, Finished, Full, Sump Pump",,"Stucco, Wood Siding","Contemporary, Traditional",Composition,"Acreage, Level, Treed",,Yes,Yes,"Forced Air Gas, Zoned","Central Electric, Zoned",City/Public,Septic,
"32311 E 155 Street Pleasant Hill, MO 64080",450000,2236821,Cass,Pleasant Hill,Bay Hill Estates,Single Family,"2 Stories, Reverse 1.5 Story",4,3,1,2003,2443,Public Records,1118,Public Records,10 - Acres,Pleasant Hill,Yes,Living Room,Yes,"Egress Window, Finished, Inside Entrance",,Stone & Frame,Traditional,Composition,"Acreage, Treed, Wooded",,,Yes,Heat Pump,Central Electric,City/Public,City/Public,
"5 Grand Prairie Drive Lake Winnebago, MO 64034",451030,2232782,Cass,Lake Winnebago,Lake Winnebago,Single Family,Reverse 1.5 Story,4,3,0,2020,1625,Plans,808,Plans,1 - Acres,Raymore-Peculiar,Yes,,Yes,Finished,,"Stone & Frame, Wood Siding",,Composition,"City Lot, Cul-De-Sac, Wooded",,Yes,Yes,Central Gas,Central Electric,City/Public,"City/Public, Grinder Pump",Builder-1 yr
"26010 203rd Street Pleasant Hill, MO 64080",453000,2242453,Cass,Pleasant Hill,Speer Waugh Addition,Single Family,Reverse 1.5 Story,5,3,0,2003,1522,Public Records,1514,Public Records,20.6 - Acres,Pleasant Hill,Yes,Great Room,Yes,"Basement BR, Concrete, Sump Pump",,"Brick & Frame, Stucco",,Composition,Acreage,,No,Yes,Central Electric,Central Electric,City/Public,Septic,
"24415 Shadow Court Peculiar, MO 64078",455000,2236055,Cass,Peculiar,Shaddow Hills,Single Family,1.5 Stories,4,3,2,1995,1821,Public Records,1021,Public Records,5 - Acres,Raymore-Peculiar,Yes,"Living Room, Masonry, Wood Burning",Yes,"Finished, Garage Entrance, Sump Pump, Walk Out",,Vinyl Siding,,Composition,"Acreage, Cul-De-Sac, Wooded",,No,Yes,Central Electric,Central Electric,City/Public,Septic,
"5702 E 196th Street Belton, MO 64012",455000,2224067,Cass,Belton,Deer Meadows,Single Family,1.5 Stories,5,4,0,2003,2822,Appraiser,1796,Appraiser,3.5 - Acres,Belton,Yes,"Gas, Great Room",Yes,"Finished, Walk Out",,"Concrete, Vinyl Siding",Contemporary,Composition,"Acreage, Corner Lot, Estate Lot",,,Yes,Forced Air Gas,"Central Electric, Zoned",City/Public,Septic,Seller Provides
"907 Florence Avenue Raymore, MO 64083",465000,2243348,Cass,Raymore,Other,Single Family,"Ranch, Reverse 1.5 Story",4,3,1,1975,2374,Plans,1850,Owner,5 - Acres,Raymore-Peculiar,Yes,,Yes,"Finished, Full, Walk Up",,All Brick,Traditional,Wood Shingle,"Acreage, Level, Treed",,,Yes,Heat Pump,Heat Pump,City/Public - Verify,Septic,
"27101 E State Rt Ee Highway Harrisonville, MO 64701",465000,2234591,Cass,Harrisonville,Other,Single Family,1.5 Stories,4,3,1,1976,2512,Public Records,585,Agent,11.5 - Acres,Harrisonville,Yes,"Family Room, Hearth Room, Masonry, Wood Burning",Yes,"Concrete, Finished",,"Brick Trim, Wood Siding",Traditional,Metal,"Acreage, Stream(s), Treed, Wooded",,No,Yes,"Central Electric, Heat Pump",Central Electric,City/Public,Septic,
